Category,Content
tale,"A vida passei ouvindo que há calma na morte para descobrir que, de calma, nada ela tem."
tale,Meus mudos gritos de socorro mal saem da garganta – que dirá desta casa escura.
tale,O ar… o ar que me cerca sente rarefeito nos pulmões.
tale,"Com o desespero que me toma, tento preencher o peito e não consigo."
tale,Eu não consigo.
tale,Simplesmente não consigo.
tale,Não sou capaz de encher o peito de coisa alguma.
tale,"E essa comichão que sobe pela garganta, eu… Deus, eu sei o que é. Outra vez."
tale,"Por favor, outra vez não."
tale,"Pelo amor de Deus, mais uma vez não, eu não aguento mais, já chega disso outra vez não PELO AMOR DE DEUS… Vejo o leve tecido da minha roupa saltar sobre o esterno."
tale,Sim.
tale,Mais uma vez.
tale,"Três foi absurdo, mas uma quarta… É o que há."
tale,A contagem regressiva começa antes que eu trave dos pés à cabeça em agonia novamente.
tale,"As lágrimas, que encharcaram todo o lençol desta cama, voltam a cair."
tale,"Me sinto descoberto, vulnerável aos pesadelos que habitam os escuros cantos deste buraco vulgarmente chamado de “crise”."
tale,O claquear do relógio afasta-se de vista.
tale,"O ar, o peito e o pulo param."
tale,"Na leveza onírica que precede a queda, todas as dores flutuam sonolentas."
tale,"Até mesmo o som da minha respiração, antes a arfar como um bicho caminhando no corredor da morte, torna-se distante de todas as outras coisas perto de mim."
tale,"No íntimo, a doce voz da paz sussurra com carinho: “você vem?”."
tale,"Estendo a mão, os lábios fraquejam, esboço um sorriso."
tale,Iria eu imaginar que a maior felicidade reside logo na paz?
tale,Ainda melhor: na ausência de sofrimento.
tale,O resgate pelo qual roguei com a última baforada de sanidade que me restava finalmente está aqui.
tale,Chega a ser apaixonante o castanho marcante de seus olhos em meio ao caos escuro no qual me afogo.
tale,"Sinto o toque suave na pele, a pegada cautelosa, a segurança que me envolve… Então a gravidade me traz o lembrete de que a esqueci."
tale,"E tudo, da forma exata como manda a Física, desaba ao solo como a desgraça e me quebra os ossos restantes no corpo."
tale,Descarga de serotonina.
tale,Todo o oxigênio parece ter entrado em combustão; sumiu.
tale,Tateio o corpo desesperado em busca de alívio com as mãos que parecem não pertencer a lugar algum.
tale,O arame farpado da ansiedade me toca o pescoço.
tale,"As visões, terríveis e medonhas, banham as paredes que me aprisionam no antro do meu próprio inconsciente."
tale,Estou sozinho.
tale,"Estou perdido, morrendo e sozinho."
tale,“A noite escura sopra o vento frio vindo do mar.
tale,"A quilômetros da costa, navios cargueiros cortam as águas em silêncio enquanto cruzam os oceanos."
tale,"Para cada tripulante, um lugar e função esquecidos pelo mundo."
tale,A solidão atraca-se aos metais do casco e prende a alma debaixo do convés.
tale,Não importa a hora que seja; a alma não verá a luz do Sol.
tale,"E em cada canto abandonado da alma, um vazio preenchido pela escuridão."
tale,"Mas no fim, a dor das ondas que batem de frente será compensada pelo dinheiro ao atracar no porto."
tale,Tsc.
tale,Que ilusão.
tale,"Tendo ou não dinheiro, pouco pode fazer o navio contra as ondas."
tale,"Foi feito para suportar tempestades, e não lhe foi dada outra escolha senão cumprir sua função com maestria."
tale,"E na escuridão do convés, no silencio das almas, habita um resquício do que um dia foi a luz do Sol” -F. Bandeira"
tutorial,"Pra quem quer trabalhar com apps mais robustos, persistência de dados é um tema que provavelmente se mostrará essencial."
tutorial,"E, desenvolvendo em Swift, Core Data é um dos principais modos de persistir dados dentro de um app."
tutorial,"A internet está cheia de tutorias sobre como implementar Core Data nas aplicações, mas as explicações sobre a lógica que existe por trás disso não são tão fáceis de compreender."
tutorial,"Nos próximos parágrafos, você entenderá quais são as principais classes que estão envolvidas no uso de Core Data e como elas se relacionam para cumprir o tão sonhado objetivo: persistir os seus dados."
tutorial,"Para isso, faremos uma pequena analogia, comparando o processo de armazenar dados ao de guardar itens de valor dentro de um banco."
tutorial,"Imagine que, para poder comemorar uma grande conquista pessoal, resolvemos pegar nossas posses mais importantes no banco."
tutorial,"Passamos pelos caixas eletrônicos, batemos na porta do gerente e, depois de colocar a conversa em dia, dizemos que queremos ir até o cofre."
tutorial,"Em Core Data, estaríamos nos referiando ao… NSPersistentContainer: é o grande cofre que guarda informações do nosso app em caráter permanente."
tutorial,"Como o nome já diz, o Container é onde as informações persistem, sendo ele o ponto de início de nossa jornada."
tutorial,Entramos no imenso cofre.
tutorial,"Como não somos milionários, não precisamos de um cofre inteiro só pra nós."
tutorial,"Em vez disso, guardamos nossos itens em uma única gaveta desse cofre."
tutorial,"Essa gaveta se chama… NSManagedObjectContext: se o Container fosse o cofre de um grande banco, o Context seria como uma gaveta individual."
tutorial,"É na nossa gaveta que guardamos as posses de grande valor, como joias, dinheiro ou documentos importantes."
tutorial,"Da mesma forma, é no Context que os objetos criados pelo app ficam guardados, e sua principal função é auxiliar a registrar quaisquer mudanças que eles possam sofrer."
tutorial,"Uma vez que a memória (o Container) é carregada, o Context expõe os objetos do seu app como eles foram deixados da última vez e “anota” todas as modificações que se faça sobre cada um."
tutorial,"É o Context quem permite que façamos undo/redo, inclusive, mas ele representa apenas uma memória temporária, que se apaga com o desligamento do app a menos que seja salvo em um Container outra vez."
tutorial,"E, assim como dentro do grande cofre existem várias gavetas, dentro de um Container vários Contexts podem existir!"
tutorial,Vamos parar por um momento e recapitular.
tutorial,"Já sabemos que você tem uma gaveta para guardar objetos de valor, e que ela fica dentro do cofre de um banco."
tutorial,"Mas embora ela seja sua, você não pode, por razões óbvias, entrar e sair do cofre na hora que quiser."
tutorial,"Para poder acessar a sua gaveta, há no banco um gerente que ajuda com isso."
tutorial,"Igualmente, para acessar o Context que guardou seu objeto num Container, você precisa de um: NSPersistentStoreCoordinator: Essa classe existe, basicamente, para fazer a comunicação entre aquelas duas partes."
tutorial,Tudo isso se resume no quadro abaixo.
tutorial,"(Antes de prosseguirmos, vale um pequeno esclarecimento: quando estamos tratando de Core Data, chamamos as classes de modelo de um app de entidades."
tutorial,"Essas são as classes específicas do seu aplicativo: não as que são comuns a todos e foram criadas pela Apple (como ViewController), mas as que só existem no seu app e foram criadas por você."
tutorial,"Imagine que o banco, para evitar fraudes, possui um arquivo com o perfil individual de todos os seus clientes."
tutorial,"O template desse perfil é como uma classe (ou, no jargão de Core Data, uma entidade), que contém propriedades como ""nome"", ""cpf"" e ""endereço""."
tutorial,"Em Core Data, cada uma dessas propriedades é chamada de atributo."
tutorial,"Voltaremos a falar disso em breve, ok?)"
tutorial,"Entramos no banco, falamos com o gerente, fomos até o cofre e encontramos nossa gaveta."
tutorial,"Agora que estamos com ela aberta, vamos pensar nos itens que você guardou lá dentro."
tutorial,"Digamos que, por segurança, querendo evitar golpes, o banco mantenha um registro individual de todos os itens que cada cliente deixa em suas gavetas."
tutorial,"Esse registro é o: NSManagedObjectModel: o Model é como o inventário que o banco fez dos seus itens, descrevendo todos os objetos que foram guardados na sua gaveta do cofre."
tutorial,"Na prática, o Model é como uma grande lista que contém as descrições de todas as entidades (ou classes) do seu app."
tutorial,"Dentro da sua gaveta (e descritos no seu Model) estão um punhado de joias, duas ou três barras de ouro e o objeto mais valioso da sua vida: o antigo livro de receitas da família!"
tutorial,(Convenhamos que nem só de dinheiro é feita a felicidade do homem).
tutorial,"Abrimos a antiga capa de couro e, logo na primeira página, vemos um sumário de todas as receitas já escritas."
tutorial,"O bolo de rolo com açucar de Dona Maria, o cuscuz com galinha guisada de Seu Geraldo… No entanto, embora todas elas possuam características em comum, como ter uma lista de ingredientes ou o passo-a-passo do preparo, cada receita exige insumos próprios e um jeito particular de se fazer."
tutorial,"Podemos entender cada receita como uma entidade, que deve conter dentro de si uma: NSEntityDescription: é como uma lista menor com todos os atributos (as propriedades) de uma entidade particular."
tutorial,"No caso da nossa receita, os atributos poderiam ser entendidos como os ingredientes necessários."
tutorial,"Essa lista diz não apenas quais são as características daquela entidade específica, mas também quais as relações que ela tem possui outras entidades."
tutorial,"(Um exemplo de relação entre entidades seria entre as entidades ""cofre"" e ""gaveta""."
tutorial,"Um cofre é formado por várias gavetas, assim como várias gavetas formam um cofre."
tutorial,Essas são as relações que as duas entidades mantêm).
tutorial,"Se o EntityDescription lista todas as propriedades, cada uma delas é descrita e representada pela classe: NSPropertyDescription: é a classe que representa cada propriedade unitária de um atributo."
tutorial,"No caso da receita, seria o equivalente às especificações dos ingredientes que vamos usar."
tutorial,As propriedades possuem sempre um nome e um tipo.
tutorial,"Todo ingrediente de uma receita, por exemplo, possui um nome e uma medida correta em gramas."
tutorial,"Na linguagem de Core Data, dizemos que todo atributo ""ingrediente"" da entidade ""receita"" possui uma propriedade ""nome: string"" e uma propriedade ""medidaCorretaEmGramas: double""."
tutorial,"Por fim, só falta juntarmos isso tudo."
tutorial,"Vários ingredientes formam uma receita, várias receitas formam um livro, e esse livro é um… NSManagedObject: é a classe que representa um objeto individual criado a partir das descrições de uma entidade."
tutorial,"Aqui, porém, vale um aviso!"
tutorial,"Diferentemente do que ocorre com as outras classes, não é comum vermos ""NSManagedObject"" escrito no código."
tutorial,"O mais comum é que, para representar as entidades desejadas, se criem classes específicas que herdam propriedades de NSManagedObject!"
tutorial,A razão disso é que é mais fácil codar mudanças nas classes criadas do que em NSManagedObject em si :) Todas essas relações estão descritas abaixo.
tutorial,"A implementação de Core Data não costuma ser difícil, e os vários tutoriais disponíveis pela internet mostram isso."
tutorial,"No entanto, agora que você entende a lógica por trás da aplicação, implementar será bem mais tranquilo."
tutorial,Até a próxima!
tutorial,"By Felipe Bandeira on September 2, 2020."
tutorial,"Canonical link Exported from Medium on October 4, 2023."
poem,“ Café Negro.
